nom,prix,prix_clean,categorie_prix,adresse,ville,url_image,date_nettoyage,fichier_source
Petit mouton,450 000CFA,450000.0,Très élevé (> 200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1843870_uploaded_image1_1585120034.1.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,400 000CFA,400000.0,Très élevé (> 200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1843866_uploaded_image1_1585119994.59.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,1 500 000CFA,1500000.0,Très élevé (> 200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1843864_uploaded_image1_1585119964.75.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons,85 000CFA,85000.0,Moyen (50k-100k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1838123_uploaded_image1_1584988683.06.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,95 000CFA,95000.0,Moyen (50k-100k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1830885_uploaded_image1_1584859590.65.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Ladoum,400 000CFA,400000.0,Très élevé (> 200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1823834_uploaded_image1_1584711324.24.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoum,1 500 000CFA,1500000.0,Très élevé (> 200k),"Ouakam, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1823167_uploaded_image1_1584704737.56.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,350CFA,350.0,Bas (< 50k),"Rufisque, Sénégal",Autre,https://images.coinafrique.com/thumb_1817604_uploaded_image1_1584619772.78.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,180 000CFA,180000.0,Élevé (100k-200k),"M'bour, Sénégal",Autre,https://images.coinafrique.com/thumb_1814464_uploaded_image1_1584555845.45.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,120 000CFA,120000.0,Élevé (100k-200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1802901_uploaded_image1_1584375644.03.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,280 000CFA,280000.0,Très élevé (> 200k),"Ouakam, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1788990_uploaded_image1_1584108921.63.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Ladoum pur sang,850 000CFA,850000.0,Très élevé (> 200k),"Dakar-Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1712699_uploaded_image1_1582797667.2.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,Prix sur demande,,Non spécifié,Sénégal,Autre,https://images.coinafrique.com/thumb_1710929_uploaded_image1_1582758028.84.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton,Prix sur demande,,Non spécifié,"HLM, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1705512_uploaded_image1_1582672344.35.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Métisse Azawat,180 000CFA,180000.0,Élevé (100k-200k),"Dakar Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1689899_uploaded_image1_1582386569.78.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Femelle Baine Mélo,Prix sur demande,,Non spécifié,"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1660551_uploaded_image1_1581908728.72.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Mouton Géniteur,Prix sur demande,,Non spécifié,"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_1655632_uploaded_image1_1581790027.94.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Agnel Ladoum,350 000CFA,350000.0,Très élevé (> 200k),"Rufisque, Sénégal",Autre,https://images.coinafrique.com/thumb_1644447_uploaded_image1_1581598949.87.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Lots de ladoum,1 600 000CFA,1600000.0,Très élevé (> 200k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1634438_uploaded_image1_1581445535.38.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Moutons,Prix sur demande,,Non spécifié,"HLM, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_1618881_uploaded_image1_1581221831.16.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Femelle Ladoum,700 000CFA,700000.0,Très élevé (> 200k),"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_1599640_uploaded_image1_1580917148.36.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Femelle ladoum,700 000CFA,700000.0,Très élevé (> 200k),"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_1599587_uploaded_image1_1580916817.7.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
Femelle ladoum,700 000CFA,700000.0,Très élevé (> 200k),"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_1599357_uploaded_image1_1580914588.98.png,2026-02-26 23:10:29,coinAfrique_moutons.csv
