nom,prix,prix_clean,categorie_prix,adresse,ville,url_image,date_nettoyage,fichier_source
Cochin coucou,40 000CFA,40000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2283626_uploaded_image1_1592152112.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Culbita rakovni,40 000CFA,40000.0,Bas (< 50k),"Mermoz-Sacré-Cœur, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2270078_uploaded_image1_1591913628.5.jpeg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Couple bramane productrice,65 000CFA,65000.0,Moyen (50k-100k),"Rufisque, Sénégal",Autre,https://images.coinafrique.com/thumb_2263150_uploaded_image1_1591826889.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Jeunes mâles brahman,Prix sur demande,,Non spécifié,"Keur Massar, Sénégal",Autre,https://images.coinafrique.com/thumb_2258568_uploaded_image1_1591778766.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Poussin brahmane,12 500CFA,12500.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2257189_uploaded_image1_1591743386.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Poussin brahmane,12 500CFA,12500.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2257183_uploaded_image1_1591743270.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapins,15 000CFA,15000.0,Bas (< 50k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2229912_uploaded_image1_1591309427.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapins Angora française,15 000CFA,15000.0,Bas (< 50k),"HLM, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2223516_uploaded_image1_1591222379.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapin,20 000CFA,20000.0,Bas (< 50k),"Parcelle Assainies, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2221541_uploaded_image1_1591196081.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
Lapin,15 000CFA,15000.0,Bas (< 50k),"Parcelle Assainies, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2221308_uploaded_image1_1591193544.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
poulet,2 500CFA,2500.0,Bas (< 50k),"Parcelle Assainies, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_2218341_uploaded_image1_1591159723.jpg,2026-02-26 23:10:29,coinAfrique_lapin_pigeon.csv
