nom,prix,prix_clean,categorie_prix,adresse,ville,url_image,date_nettoyage,fichier_source
Vache,600 000CFA,600000.0,Très élevé (> 200k),"Niaga, Sénégal",Autre,https://images.coinafrique.com/thumb_3287170_uploaded_image1_1629317800.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Oies adultes,130 000CFA,130000.0,Élevé (100k-200k),"Guediawaye, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3273490_uploaded_image1_1628621055.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Taureau,450 000CFA,450000.0,Très élevé (> 200k),"Parcelle Assainies, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3271377_uploaded_image1_1628524523.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Taureau,740 000CFA,740000.0,Très élevé (> 200k),"Dieuppeul-Derklé, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3269989_uploaded_image1_1628451897.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Taureau,740 000CFA,740000.0,Très élevé (> 200k),"Dieuppeul-Derklé, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3263210_uploaded_image1_1628122860.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Poisson aquarium,12 000CFA,12000.0,Bas (< 50k),"Dakar Plateau, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3256827_uploaded_image1_1627902901.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Chaton,Prix sur demande,,Non spécifié,"Mermoz-Sacré Coeur, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3254310_uploaded_image1_1627784670.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Bœufs,740 000CFA,740000.0,Très élevé (> 200k),"Dieuppeul-Derklé, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3253864_uploaded_image1_1627751756.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Perruche ondulée,15 000CFA,15000.0,Bas (< 50k),"Point E, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3243586_uploaded_image1_1627157324.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Bœufs,Prix sur demande,,Non spécifié,"Dieuppeul-Derklé, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3240329_uploaded_image1_1626964752.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Chatons 2 et 3 mois,Prix sur demande,,Non spécifié,"Grand Dakar, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3222114_uploaded_image1_1626003610.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Perruches ondulées,20 000CFA,20000.0,Bas (< 50k),"Point E, Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3215371_uploaded_image1_1625676061.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Oies,60 000CFA,60000.0,Moyen (50k-100k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3172011_uploaded_image1_1623695650.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Oies,60 000CFA,60000.0,Moyen (50k-100k),"Dakar, Sénégal",Dakar,https://images.coinafrique.com/thumb_3172006_uploaded_image1_1623695521.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Cheval,450 000CFA,450000.0,Très élevé (> 200k),"Pikine, Sénégal",Autre,https://images.coinafrique.com/thumb_3169679_uploaded_image1_1623583685.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Cailles,Prix sur demande,,Non spécifié,"Touba, Sénégal",Autre,https://images.coinafrique.com/thumb_3169648_uploaded_image3_1623581190.jpeg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Couple dinde,Prix sur demande,,Non spécifié,"Touba, Sénégal",Autre,https://images.coinafrique.com/thumb_3169645_uploaded_image2_1623581040.jpeg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
Dinde,Prix sur demande,,Non spécifié,"Touba, Sénégal",Autre,https://images.coinafrique.com/thumb_3165522_uploaded_image1_1623360382.jpg,2026-02-26 23:10:29,coinAfrique_autres_animaux.csv
